,Predicted Confirmed Cases
1686,1840.9622
1687,1850.4452
1688,1858.7257
1689,1865.3987
1690,1869.6619
1691,1870.4902
1692,1867.0884
1693,1859.1669
1694,1847.6525
1695,1833.8674
1696,1818.8136
1697,1803.566
1698,1789.222
1699,1776.4062
1700,1765.2205
1701,1755.4346
1702,1746.6615
1703,1738.3716
1704,1730.0874
1705,1826.3256
1706,1742.6615
1707,1763.0137
1708,1782.2224
1709,1800.5162
1710,1817.8588
1711,1834.2859
1712,1849.8336
1713,1864.3038
1714,1877.3844
1715,1888.8772
1716,1899.0232
1717,1908.2592
1718,1916.5671
1719,1881.2988
1720,1673.5657
1721,1698.0826
1722,1720.3638
1723,1740.9543
1724,1760.16
1725,1778.0421
1726,1794.6747
1727,1809.9148
1728,1823.3926
1729,1835.0472
1730,1845.2734
1731,1854.4377
1732,1862.2667
1733,1868.0947
1734,1870.9712
1735,1870.0278
1736,1864.6414
1737,1855.0698
1738,1842.6124
1739,1828.3411
1740,1813.1761
1741,1798.2859
1742,1784.6499
1743,1772.6649
1744,1762.2646
1745,1753.1157
1746,1744.7388
1747,1736.5654
1748,1826.5106
1749,1733.6946
1750,1754.09
1751,1773.2938
1752,1791.6111
1753,1809.1267
1754,1825.7368
1755,1841.5547
1756,1856.4951
1757,1870.2815
1758,1882.6262
1759,1893.586
1760,1903.5759
1761,1912.7494
1762,1873.2057
1763,1664.4349
1764,1689.2183
1765,1711.6776
1766,1732.4054
1767,1751.7511
1768,1769.8707
1769,1786.7931
1770,1802.5173
1771,1816.7476
1772,1829.2074
1773,1840.1643
1774,1850.0743
1775,1858.9158
1776,1866.071
1777,1870.7031
1778,1871.9618
1779,1869.0454
1780,1861.6824
1781,1850.7808
1782,1837.581
1783,1822.925
1784,1807.8231
1785,1793.4746
1786,1780.6436
1787,1769.4949
1788,1759.814
1789,1751.1707
1790,1743.0123
1791,1826.7092
1792,1724.9927
1793,1745.4851
1794,1764.717
1795,1783.0536
1796,1800.6674
1797,1817.5054
1798,1833.5708
1799,1848.9159
1800,1863.3379
1801,1876.4999
1802,1888.276
1803,1898.9818
1804,1908.9011
1805,1864.9084
1806,1655.2961
1807,1680.3938
1808,1703.0844
1809,1723.995
1810,1743.5159
1811,1761.8798
1812,1779.095
1813,1795.2673
1814,1810.1678
1815,1823.4694
1816,1835.1909
1817,1845.7902
1818,1855.4547
1819,1863.7722
1820,1869.8939
1821,1873.0688
1822,1872.4558
1823,1867.4374
1824,1858.3127
1825,1846.3782
1826,1832.5779
1827,1817.6885
1828,1802.8704
1829,1789.2233
1830,1777.2383
1831,1766.8729
1832,1757.7882
1833,1749.4718
1834,1826.9281
1835,1716.5402
1836,1737.188
1837,1756.4907
1838,1774.8712
1839,1792.5492
1840,1809.5708
1841,1825.9366
1842,1841.6361
1843,1856.6276
1844,1870.5643
1845,1883.1616
1846,1894.5745
1847,1905.1539
1848,1856.4462
1849,1646.1758
1850,1671.6167
1851,1694.5826
1852,1715.7216
1853,1735.4589
1854,1754.0577
1855,1771.6141
1856,1788.2124
1857,1803.747
1858,1817.8511
1859,1830.3757
1860,1841.6761
1861,1852.0536
1862,1861.3159
1863,1868.7307
1864,1873.5438
1865,1874.9934
1866,1872.2649
1867,1865.1631
1868,1854.6566
1869,1841.9279
1870,1827.6592
1871,1812.7454
1872,1798.4263
1873,1785.5752
1874,1774.406
1875,1764.7091
1876,1756.0469
1877,1827.1669
1878,1708.3301
1879,1729.1913
1880,1748.6129
1881,1767.071
1882,1784.8346
1883,1802.0289
1884,1818.6094
1885,1834.7145
1886,1850.219
1887,1864.88
1888,1878.2964
1889,1890.4281
1890,1901.6155
1891,1847.8208
1892,1637.1304
1893,1662.9171
1894,1686.188
1895,1707.5945
1896,1727.5912
1897,1746.4651
1898,1764.3844
1899,1781.4005
1900,1797.5361
1901,1812.4304
1902,1825.7699
1903,1837.7571
1904,1848.8213
1905,1858.8716
1906,1867.3586
1907,1873.5759
1908,1876.8135
1909,1876.2318
1910,1871.2844
1911,1862.3867
1912,1850.8494
1913,1837.4921
1914,1822.9163
1915,1808.2102
1916,1794.5474
1917,1782.5012
1918,1772.0466
1919,1762.8513
1920,1827.4159
1921,1700.3695
1922,1721.4968
1923,1741.0865
1924,1759.6622
1925,1777.5413
1926,1794.8898
1927,1811.7079
1928,1828.1514
1929,1844.1666
1930,1859.5043
1931,1873.7255
1932,1886.5977
1933,1898.3699
1934,1839.0342
1935,1628.2528
1936,1654.3553
1937,1677.9386
1938,1699.6409
1939,1719.9354
1940,1739.1274
1941,1757.433
1942,1774.8809
1943,1791.5902
1944,1807.2523
1945,1821.4346
1946,1834.1333
1947,1845.7877
1948,1856.564
1949,1865.9143
1950,1873.3346
1951,1878.091
1952,1879.4303
1953,1876.6102
1954,1869.5408
1955,1859.2991
1956,1846.9961
1957,1833.1354
1958,1818.4458
1959,1804.1503
1960,1791.2107
1961,1779.8948
1962,1769.9974
1963,1827.6562
1964,1692.6858
1965,1714.1188
1966,1733.9246
1967,1752.6598
1968,1770.691
1969,1788.2157
1970,1805.293
1971,1822.0232
1972,1838.5105
1973,1854.4846
1974,1869.4897
1975,1883.1211
1976,1895.4805
1977,1830.1561
1978,1619.6731
1979,1646.0259
1980,1669.9015
1981,1691.9084
1982,1712.5292
1983,1732.08
1984,1750.7754
1985,1768.7036
1986,1785.9653
1987,1802.3645
1988,1817.4026
1989,1830.8589
1990,1843.0895
1991,1854.4299
1992,1864.5435
1993,1872.9349
1994,1878.996
1995,1881.9939
1996,1881.1715
1997,1876.0729
1998,1867.2736
1999,1856.0752
2000,1843.1573
2001,1828.9138
2002,1814.3088
2003,1800.5538
2004,1788.3097
2005,1777.5846
2006,1827.8629
2007,1685.3315
2008,1707.0928
2009,1727.1525
2010,1746.0885
2011,1764.3105
2012,1782.0472
2013,1799.4067
2014,1816.423
2015,1833.294
2016,1849.8608
2017,1865.6256
2018,1880.0265
2019,1892.9905
2020,1821.2672
2021,1611.5585
2022,1638.0614
2023,1662.1772
2024,1684.4725
2025,1705.4298
2026,1725.3691
2027,1744.4916
2028,1762.9198
2029,1780.7198
2030,1797.8186
2031,1813.7069
2032,1827.9647
2033,1840.7869
2034,1852.6066
2035,1863.2917
2036,1872.5284
2037,1879.6765
2038,1884.076
2039,1885.043
2040,1881.9319
2041,1874.7577
2042,1864.7163
2043,1852.8112
2044,1839.347
2045,1824.8552
2046,1810.5004
2047,1797.3245
2048,1785.6733
2049,1828.0032
2050,1678.3912
2051,1700.4768
2052,1720.8146
2053,1739.9852
2054,1758.4352
2055,1776.4211
2056,1794.08
2057,1811.4001
2058,1828.6177
2059,1845.6812
2060,1862.1456
2061,1877.3319
2062,1890.9246
2063,1812.4271
2064,1604.1093
2065,1630.6318
2066,1654.9028
2067,1677.44
2068,1698.7186
2069,1719.0576
2070,1738.634
2071,1757.5823
2072,1775.9108
2073,1793.6681
2074,1810.3793
2075,1825.4702
2076,1838.9166
2077,1851.144
2078,1862.2869
2079,1872.1797
2080,1880.233
2081,1885.8258
2082,1888.3335
2083,1887.0836
2084,1881.7034
2085,1872.9344
2086,1862.0276
2087,1849.5042
2088,1835.5375
2089,1820.9397
2090,1806.9393
2091,1794.3025
2092,1828.0432
2093,1671.9824
2094,1694.3582
2095,1714.977
2096,1734.4037
2097,1753.1104
2098,1771.3785
2099,1789.3392
2100,1807.0007
2101,1824.5413
2102,1842.0164
2103,1859.0859
2104,1875.0398
2105,1889.292
2106,1803.6888
2107,1597.4795
2108,1623.9401
2109,1648.2507
2110,1670.9506
2111,1692.503
2112,1713.2247
2113,1733.2639
2114,1752.716
2115,1771.5927
2116,1789.9631
2117,1807.4506
2118,1823.3832
2119,1837.4946
2120,1850.1056
2121,1861.6104
2122,1871.9814
2123,1880.7732
2124,1887.3684
2125,1891.172
2126,1891.5948
2127,1888.0498
2128,1880.7192
2129,1870.8163
2130,1859.2335
2131,1846.0756
2132,1831.6677
2133,1817.0977
2134,1803.4921
2135,1827.9508
2136,1666.2572
2137,1688.854
2138,1709.7305
2139,1729.415
2140,1748.3934
2141,1766.9658
2142,1785.2528
2143,1803.2651
2144,1821.1093
2145,1838.9335
2146,1856.4973
2147,1873.1221
2148,1888.0804
2149,1795.1093
2150,1591.9264
2151,1618.2063
2152,1642.423
2153,1665.174
2154,1686.9175
2155,1707.9698
2156,1728.4517
2157,1748.3972
2158,1767.8156
2159,1786.7498
2160,1804.9479
2161,1821.7018
2162,1836.514
2163,1849.509
2164,1861.3033
2165,1872.0273
2166,1881.3467
2167,1888.7815
2168,1893.6819
2169,1895.5431
2170,1893.7546
2171,1888.0146
2172,1879.2024
2173,1868.49
2174,1856.2355
2175,1842.4064
2176,1827.657
2177,1813.2272
2178,1827.646
2179,1661.3977
2180,1684.1106
2181,1705.1897
2182,1725.1094
2183,1744.3531
2184,1763.2341
2185,1781.8584
2186,1800.2273
2187,1818.357
2188,1836.4697
2189,1854.4299
2190,1871.6283
2191,1887.2339
2192,1786.7532
2193,1587.7457
2194,1613.5541
2195,1637.6393
2196,1660.3029
2197,1682.1187
2198,1703.4097
2199,1724.2776
2200,1744.6893
2201,1764.6218
2202,1784.0642
2203,1802.891
2204,1820.4149
2205,1835.9435
2206,1849.3439
2207,1861.3821
2208,1872.3524
2209,1882.0603
2210,1890.093
2211,1895.9635
2212,1899.026
2213,1898.8087
2214,1894.7361
2215,1887.1735
2216,1877.297
2217,1865.8875
2218,1852.8693
2219,1838.3806
2220,1823.4282
2221,1827.1409
2222,1657.6056
2223,1680.2969
2224,1701.4902
2225,1721.5912
2226,1741.0667
2227,1760.2363
2228,1779.1914
2229,1797.9088
2230,1816.3063
2231,1834.6492
2232,1852.9049
2233,1870.5702
2234,1886.7645
2235,1778.6924
2236,1585.1615
2237,1610.3286
2238,1634.0399
2239,1656.5393
2240,1678.2767
2241,1699.6735
2242,1720.8278
2243,1741.645
2244,1762.044
2245,1781.93
2246,1801.2896
2247,1819.5022
2248,1835.6838
2249,1849.5719
2250,1861.8346
2251,1872.9652
2252,1882.9393
2253,1891.4246
2254,1897.998
2255,1902.1329
2256,1903.2604
2257,1900.8086
2258,1894.6578
2259,1885.6836
2260,1875.0051
2261,1862.8383
2262,1848.9746
2263,1833.9243
2264,1826.4326
2265,1655.0885
2266,1677.5939
2267,1698.7811
2268,1718.9762
2269,1738.6172
2270,1758.0254
2271,1777.2776
2272,1796.2954
2273,1814.9619
2274,1833.4791
2275,1851.9296
2276,1869.9413
2277,1886.6504
2278,1771.011
2279,1584.3612
2280,1608.729
2281,1631.858
2282,1654.0186
2283,1675.5615
2284,1696.895
2285,1718.1915
2286,1739.311
2287,1760.0792
2288,1780.3547
2289,1800.1392
2290,1818.9329
2291,1835.7212
2292,1850.1265
2293,1862.6179
2294,1873.8474
2295,1883.982
2296,1892.79
2297,1899.8982
2298,1904.8806
2299,1907.1766
2300,1906.1934
2301,1901.546
2302,1893.6317
2303,1883.6249
2304,1872.207
2305,1859.1577
2306,1844.4574
2307,1825.5482
2308,1653.9258
2309,1676.1788
2310,1697.2104
2311,1717.3795
2312,1737.0864
2313,1756.6483
2314,1776.1338
2315,1795.4109
2316,1814.309
2317,1832.9463
2318,1851.4958
2319,1869.7263
2320,1886.851
2321,1763.8035
2322,1585.4733
2323,1608.9045
2324,1631.2976
2325,1652.8809
2326,1674.0593
2327,1695.199
2328,1716.4525
2329,1737.7274
2330,1758.7544
2331,1779.3285
2332,1799.4209
2333,1818.6025
2334,1835.9816
2335,1850.9186
2336,1863.6609
2337,1874.9508
2338,1885.1589
2339,1894.1765
2340,1901.6858
2341,1907.306
2342,1910.5835
2343,1910.8918
2344,1907.7305
2345,1901.0574
2346,1891.7798
2347,1880.9724
2348,1868.7367
2349,1854.7274
2350,1824.55
2351,1654.3811
2352,1676.1448
2353,1696.9126
2354,1716.907
2355,1736.5459
2356,1756.1425
2357,1775.7635
2358,1795.2318
2359,1814.3114
2360,1833.0151
2361,1851.5751
2362,1869.8977
2363,1887.3198
2364,1757.176
2365,1588.5443
2366,1610.9313
2367,1632.4545
2368,1653.3076
2369,1673.8733
2370,1694.5801
2371,1715.6422
2372,1736.921
2373,1758.0664
2374,1778.8074
2375,1799.0308
2376,1818.498
2377,1836.3839
2378,1851.8423
2379,1864.8665
2380,1876.202
2381,1886.4159
2382,1895.5457
2383,1903.3394
2384,1909.4513
2385,1913.48
2386,1914.9272
2387,1913.141
2388,1907.8348
2389,1899.4535
2390,1889.1863
2391,1877.6366
2392,1864.4729
2393,1823.4924
2394,1656.5767
2395,1677.5955
2396,1697.9624
2397,1717.6398
2398,1737.0503
2399,1756.5299
2400,1776.1553
2401,1795.7177
2402,1814.912
2403,1833.6279
2404,1852.1195
2405,1870.415
2406,1887.9885
2407,1751.2439
2408,1593.5203
2409,1614.7969
2410,1635.3442
2411,1655.3372
2412,1675.1279
2413,1695.1693
2414,1715.7477
2415,1736.7769
2416,1757.8745
2417,1778.6614
2418,1798.947
2419,1818.584
2420,1836.8458
2421,1852.7838
2422,1866.1201
2423,1877.5082
2424,1887.68
2425,1896.841
2426,1904.8184
2427,1911.3047
2428,1915.9414
2429,1918.243
2430,1917.754
2431,1913.839
2432,1906.5636
2433,1896.897
2434,1885.8829
2435,1873.5349
2436,1822.444
2437,1660.5536
2438,1680.6554
2439,1700.336
2440,1719.6041
2441,1738.6279
2442,1757.8143
2443,1777.2822
2444,1796.8119
2445,1816.0355
2446,1834.7067
2447,1853.062
2448,1871.2239
2449,1888.7634
2450,1746.1245
2451,1600.2291
2452,1620.3868
2453,1639.8922
2454,1658.927
2455,1677.8112
2456,1697.0082
2457,1716.8785
2458,1737.4205
2459,1758.258
2460,1778.9363
2461,1799.1465
2462,1818.801
2463,1837.2898
2464,1853.634
2465,1867.3013
2466,1878.7661
2467,1888.8689
2468,1897.9961
2469,1906.0725
2470,1912.8328
2471,1917.9387
2472,1920.9606
2473,1921.5087
2474,1918.9875
2475,1912.9849
2476,1904.1022
2477,1893.5526
2478,1881.8756
2479,1821.4824
2480,1666.27
2481,1685.3135
2482,1704.1394
2483,1722.7092
2484,1741.233
2485,1759.9802
2486,1779.1052
2487,1798.4485
2488,1817.5947
2489,1836.1584
2490,1854.3192
2491,1872.1982
2492,1889.6333
2493,1741.9324
2494,1608.3177
2495,1627.4805
2496,1645.9321
2497,1663.9539
2498,1681.8391
2499,1700.0502
2500,1719.014
2501,1738.8351
2502,1759.19
2503,1779.5803
2504,1799.5707
2505,1819.0925
2506,1837.6512
2507,1854.3
2508,1868.2977
2509,1879.8751
2510,1889.9016
2511,1898.9468
2512,1907.0522
2513,1914.0024
2514,1919.4656
2515,1923.0962
2516,1924.4995
2517,1923.2052
2518,1918.5966
2519,1910.7365
2520,1900.7167
2521,1889.5538
2522,1820.693
2523,1673.5883
2524,1691.4834
2525,1709.3159
2526,1727.0276
2527,1744.7866
2528,1762.8972
2529,1781.5365
2530,1800.5435
2531,1819.4735
2532,1837.8462
2533,1855.7181
2534,1873.2948
2535,1890.5261
2536,1738.7408
2537,1617.4087
2538,1635.7502
2539,1653.2108
2540,1670.219
2541,1687.0631
2542,1704.1956
2543,1722.0979
2544,1740.9874
2545,1760.6367
2546,1780.5354
2547,1800.1691
2548,1819.4138
2549,1837.8851
2550,1854.7158
2551,1869.0188
2552,1880.748
2553,1890.7119
2554,1899.6422
2555,1907.7206
2556,1914.777
2557,1920.5259
2558,1924.6562
2559,1926.7972
2560,1926.522
2561,1923.3029
2562,1916.6925
2563,1907.3969
2564,1896.6741
2565,1820.1617
2566,1682.2587
2567,1698.9946
2568,1715.7454
2569,1732.4733
2570,1749.3151
2571,1766.5754
2572,1784.4841
2573,1802.9464
2574,1821.5211
2575,1839.6449
2576,1857.2291
2577,1874.4545
2578,1891.3872
2579,1736.6082
2580,1626.9553
2581,1644.7318
2582,1661.3938
2583,1677.458
2584,1693.2786
2585,1709.2983
2586,1726.0392
2587,1743.8302
2588,1762.5703
2589,1781.7864
2590,1800.9104
2591,1819.7395
2592,1837.9731
2593,1854.8341
2594,1869.367
2595,1881.2864
2596,1891.2311
2597,1900.0344
2598,1908.0336
2599,1915.1442
2600,1921.123
2601,1925.6697
2602,1928.4457
2603,1929.0574
2604,1927.0292
2605,1921.864
2606,1913.5509
2607,1903.3296
2608,1819.9736
2609,1691.9031
2610,1707.5831
2611,1723.2421
2612,1738.9147
2613,1754.7281
2614,1770.99
2615,1787.9868
2616,1805.7129
2617,1823.7706
2618,1841.5258
2619,1858.7603
2620,1875.5953
2621,1892.17
2622,1735.6318
2623,1636.3281
2624,1653.927
2625,1670.075
2626,1685.3512
2627,1700.2354
2628,1715.1741
2629,1730.7195
2630,1747.3029
2631,1764.9666
2632,1783.3234
2633,1801.7863
2634,1820.0704
2635,1837.9221
2636,1854.641
2637,1869.345
2638,1881.4663
2639,1891.4238
2640,1900.1028
2641,1908.0051
2642,1915.1327
2643,1921.2803
2644,1926.1727
2645,1929.4907
2646,1930.8821
2647,1929.9196
2648,1926.0868
2649,1919.0896
2650,1909.5635
2651,1820.2108
2652,1701.9751
2653,1716.8777
2654,1731.5441
2655,1746.1687
2656,1760.904
2657,1776.0669
2658,1792.0037
2659,1808.796
2660,1826.1462
2661,1843.429
2662,1860.2646
2663,1876.6791
2664,1892.8008
2665,1735.8201
2666,1644.8641
2667,1662.7787
2668,1678.7673
2669,1693.5299
2670,1707.6444
2671,1721.6068
2672,1735.9943
2673,1751.3289
2674,1767.8022
2675,1785.151
2676,1802.8121
2677,1820.4314
2678,1837.7308
2679,1854.2098
2680,1868.9872
2681,1881.3069
2682,1891.3218
2683,1899.8899
2684,1907.6714
2685,1914.7738
2686,1921.0376
2687,1926.2124
2688,1930.0002
2689,1932.0686
2690,1932.0447
2691,1929.4506
2692,1923.85
2693,1915.3494
2694,1820.9479
2695,1711.8346
2696,1726.3918
2697,1740.3025
2698,1753.9932
2699,1767.6816
2700,1781.705
2701,1796.4547
2702,1812.1771
2703,1828.6771
2704,1845.3533
2705,1861.7156
2706,1877.671
2707,1893.2917
2708,1737.1313
2709,1651.996
2710,1670.7119
2711,1686.955
2712,1701.5908
2713,1715.1843
2714,1728.3503
2715,1741.6926
2716,1755.8115
2717,1771.0442
2718,1787.2783
2719,1804.0183
2720,1820.8606
2721,1837.4982
2722,1853.6044
2723,1868.3395
2724,1880.8263
2725,1890.9384
2726,1899.4222
2727,1907.0668
2728,1914.1088
2729,1920.443
2730,1925.844
2731,1930.0353
2732,1932.7029
2733,1933.504
2734,1932.025
2735,1927.7661
2736,1920.5648
2737,1822.2507
2738,1720.7727
2739,1735.526
2740,1749.0736
2741,1762.07
2742,1774.8329
2743,1787.7439
2744,1801.309
2745,1815.868
2746,1831.3735
2747,1847.3053
2748,1863.1067
2749,1878.5503
2750,1893.6389
2751,1739.4674
2752,1657.2921
2753,1677.2212
2754,1694.1924
2755,1709.0815
2756,1722.5066
2757,1735.1323
2758,1747.6146
2759,1760.6254
2760,1774.6371
2761,1789.7031
2762,1805.4333
2763,1821.3706
2764,1837.2898
2765,1852.8989
2766,1867.4661
2767,1880.0594
2768,1890.2926
2769,1898.7275
2770,1906.2289
2771,1913.1808
2772,1919.545
2773,1925.1211
2774,1929.6559
2775,1932.8528
2776,1934.388
2777,1933.8987
2778,1930.9176
2779,1925.0448
2780,1824.1719
2781,1728.0734
2782,1743.5922
2783,1757.3302
2784,1769.998
2785,1782.0652
2786,1794.045
2787,1806.4827
2788,1819.8444
2789,1834.25
2790,1849.3083
2791,1864.4524
2792,1879.2953
2793,1893.8511
2794,1742.6658
2795,1660.5366
2796,1681.8953
2797,1700.0334
2798,1715.592
2799,1729.2533
2800,1741.6602
2801,1753.5371
2802,1765.6157
2803,1778.4954
2804,1792.3987
2805,1807.0703
2806,1822.0399
2807,1837.1633
2808,1852.1659
2809,1866.4353
2810,1879.0479
2811,1889.4026
2812,1897.8242
2813,1905.1868
2814,1912.0233
2815,1918.3822
2816,1924.0902
2817,1928.913
2818,1932.575
2819,1934.7667
2820,1935.1555
2821,1933.3363
2822,1928.8287
2823,1826.7424
2824,1733.1599
2825,1750.0084
2826,1764.5052
2827,1777.2943
2828,1789.0613
2829,1800.3689
2830,1811.8339
2831,1824.046
2832,1837.3048
2833,1851.3864
2834,1865.7677
2835,1879.9581
2836,1893.9446
2837,1746.4956
2838,1661.7778
2839,1684.4963
2840,1704.0947
2841,1720.7682
2842,1735.0936
2843,1747.639
2844,1759.2238
2845,1770.6038
2846,1782.502
2847,1795.3057
2848,1808.869
2849,1822.8834
2850,1837.1573
2851,1851.4631
2852,1865.3105
2853,1877.8347
2854,1888.2834
2855,1896.7216
2856,1903.9569
2857,1910.6577
2858,1916.9795
2859,1922.7815
2860,1927.8435
2861,1931.9116
2862,1934.6908
2863,1935.865
2864,1935.0806
2865,1931.881
2866,1829.9653
2867,1735.7014
2868,1754.2732
2869,1770.0161
2870,1783.5063
2871,1795.4209
2872,1806.4138
2873,1817.1603
2874,1828.3636
2875,1840.5021
2876,1853.5474
2877,1867.0396
2878,1880.5585
2879,1893.9363
2880,1750.6577
2881,1661.1932
2882,1685.0293
2883,1706.1173
2884,1724.2509
2885,1739.6445
2886,1752.7946
2887,1764.4231
2888,1775.4015
2889,1786.512
2890,1798.3353
2891,1810.8342
2892,1823.8922
2893,1837.2872
2894,1850.8298
2895,1864.1436
2896,1876.4607
2897,1886.9476
2898,1895.4183
2899,1902.5435
2900,1909.092
2901,1915.346
2902,1921.2075
2903,1926.4675
2904,1930.8876
2905,1934.1914
2906,1936.0734
2907,1936.2104
2908,1934.2045
2909,1833.8041
2910,1735.6646
2911,1756.0902
2912,1773.4658
2913,1788.1825
2914,1800.727
2915,1811.8358
2916,1822.2074
2917,1832.6339
2918,1843.7615
2919,1855.7219
2920,1868.3197
2921,1881.1102
2922,1893.84
2923,1754.7955
2924,1659.4237
2925,1683.7751
2926,1706.052
2927,1725.7625
2928,1742.6062
2929,1756.8156
2930,1768.9042
2931,1779.7964
2932,1790.3746
2933,1801.3413
2934,1812.8923
2935,1825.0403
2936,1837.5513
2937,1850.2887
2938,1862.9767
2939,1874.9683
2940,1885.4136
2941,1893.9128
2942,1900.9443
2943,1907.3271
2944,1913.481
2945,1919.3682
2946,1924.7883
2947,1929.5128
2948,1933.2833
2949,1935.8055
2950,1936.7704
2951,1935.8323
2952,1838.1622
2953,1733.3081
2954,1755.4073
2955,1774.596
2956,1790.9205
2957,1804.5961
2958,1816.28
2959,1826.6848
2960,1836.6329
2961,1846.9061
2962,1857.9
2963,1869.5983
2964,1881.6194
2965,1893.6664
2966,1758.4979
2967,1656.9958
2968,1681.1
2969,1704.1246
2970,1725.2008
2971,1743.6818
2972,1759.3181
2973,1772.3802
2974,1783.595
2975,1793.9635
2976,1804.28
2977,1815.0032
2978,1826.2732
2979,1837.943
2980,1849.8579
2981,1861.8506
2982,1873.4061
2983,1883.7135
2984,1892.2141
2985,1899.1626
2986,1905.3668
2987,1911.3843
2988,1917.2592
2989,1922.8025
2990,1927.7874
2991,1931.9701
2992,1935.0708
2993,1936.7864
2994,1936.8019
2995,1842.8867
2996,1729.125
2997,1752.4274
2998,1773.3313
2999,1791.4697
3000,1806.707
3001,1819.4155
3002,1830.28
3003,1840.1179
3004,1849.8296
3005,1860.011
3006,1870.8486
3007,1882.0862
3008,1893.4269
3009,1761.3893
3010,1654.3354
3011,1677.6655
3012,1700.8014
3013,1722.728
3014,1742.7195
3015,1760.0309
3016,1774.5118
3017,1786.5385
3018,1797.0875
3019,1807.0461
3020,1817.1189
3021,1827.6002
3022,1838.4446
3023,1849.5624
3024,1860.8143
3025,1871.8385
3026,1881.9043
3027,1890.355
3028,1897.2195
3029,1903.2308
3030,1909.0684
3031,1914.8834
3032,1920.5074
3033,1925.7091
3034,1930.252
3035,1933.8713
3036,1936.2705
3037,1937.1466
3038,1847.7903
3039,1723.7389
3040,1747.5873
3041,1769.8142
3042,1789.7065
3043,1806.7839
3044,1820.9509
3045,1832.7217
3046,1842.8839
3047,1852.3682
3048,1861.9539
3049,1872.0303
3050,1882.5094
3051,1893.1389
3052,1763.1119
3053,1651.7256
3054,1673.9985
3055,1696.5576
3056,1718.7738
3057,1739.8195
3058,1758.7593
3059,1774.9164
3060,1788.288
3061,1799.4836
3062,1809.4753
3063,1819.1481
3064,1828.9878
3065,1839.0853
3066,1849.4182
3067,1859.9291
3068,1870.3478
3069,1880.0701
3070,1888.4014
3071,1895.1658
3072,1900.9655
3073,1906.5717
3074,1912.2653
3075,1917.9164
3076,1923.2858
3077,1928.1353
3078,1932.2126
3079,1935.2316
3080,1936.8899
3081,1852.6077
3082,1717.774
3083,1741.4894
3084,1764.4165
3085,1785.7437
3086,1804.6846
3087,1820.6428
3088,1833.7526
3089,1844.677
3090,1854.3286
3091,1863.6052
3092,1873.0891
3093,1882.8834
3094,1892.8279
3095,1763.468
3096,1649.3246
3097,1670.4365
3098,1692.0137
3099,1713.9032
3100,1735.3594
